Filename,FunDef,FunApp,letlambda,BinaryOperator,letdata,closure,templateMatch,ClassDef,ForLoop,WhileLoop,DoWhileLoop,IfStmt,SwitchStmt,CaseStmt,DefaultStmt,TernaryOp,ArrayDecl,FieldDecl,EnumConstantDecl,ParamDecl,TypedefDecl,StructDecl,FloatDecl,IntegerDecl,PtrDecl,UnionDecl,ReturnStmt,BreakStmt,ContinueStmt,DeclStmt,UnaryOperator,CharLiteral,StringLiteral,DeclRefExpr,MemberRefExpr,TranslationUnit,Namespace,TemplateTypeParam,TemplateNonTypeParam,TemplateTemplateParam,UnexpoesdDecl,NewOp,DelOp,Static_Cast<>,BoolLiteral,eTime_macos,eTime_windows10,Statements,Branches,Comments,Class Defs,Methods/Class,Avg Stmts/Method,Max Complexity,Max Depth,Avg Depth,Avg Complexity,Functions,Med_win,Ave_win,Std_win,Med_mac,Ave_mac,Std_mac
7.cpp,1,0,0,9,5,5,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,10,0,0,1,0,0,5,5,4,1,16,0,1,0,0,0,0,0,0,0,0,0,0.001651049,0.004998684,18,22.2,11.1,0,0,0,6,4,2.11,6,1,0.003000617,0.002839294,0.000624348,0.003003001,0.002811861,0.000540931
70.cpp,4,3,0,0,4,7,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,2,7,0,0,1,0,0,4,5,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0.001667738,0.006001472,17,11.8,26.7,0,0,0,2,2,1.12,1.67,3,0.003031969,0.003198667,0.000632573,0.002900124,0.002729702,0.000452572
71.cpp,1,0,0,6,7,6,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,16,0,0,1,0,0,5,2,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0.001669884,0.004997969,17,29.4,0,0,0,0,6,4,1.76,6,1,0.003032088,0.003126177,0.00056548,0.002995491,0.002780867,0.00048172
72.cpp,1,0,0,4,7,3,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,16,0,0,1,0,0,7,2,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0.002071857,0.004999638,13,15.4,15,0,0,0,3,2,0.92,3,1,0.003001094,0.002923955,0.000578013,0.002941966,0.002808309,0.000461399
73.cpp,1,0,0,6,7,4,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,12,0,0,1,0,0,4,2,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0.00174284,0.005999565,15,20,12.5,0,0,0,4,3,1.33,4,1,0.003086925,0.00331067,0.000462088,0.002920389,0.002740073,0.000535196
74.cpp,1,0,0,5,8,4,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,17,0,0,1,0,0,7,2,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0.001815081,0.003999472,14,21.4,17.4,0,0,0,5,4,1.14,5,1,0.00299871,0.003092408,0.00031565,0.002997041,0.002812624,0.000485382
75.cpp,1,0,0,10,8,5,0,0,3,0,0,1,0,0,0,0,4,0,0,0,0,0,0,9,0,0,1,0,0,8,3,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0.001639843,0.004999876,14,28.6,0,0,0,0,5,4,1.57,5,1,0.002999306,0.003003879,0.000490273,0.00295198,0.002735686,0.000516569
76.cpp,2,1,0,14,7,6,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,14,0,0,1,0,0,7,3,3,0,17,0,1,0,0,0,0,0,0,0,1,1,0.001966953,0.00500083,18,16.7,16.7,0,0,0,4,2,1,2.5,2,0.003011584,0.00311029,0.000311255,0.002947569,0.002856326,0.00057814
77.cpp,1,0,0,7,11,5,0,0,3,1,0,0,0,0,0,0,5,0,0,0,0,0,0,15,0,0,1,0,0,10,4,0,0,21,0,1,0,0,0,0,0,0,0,0,3,0.001805782,0.004001379,17,23.5,20,0,0,0,5,2,1.06,5,1,0.002999783,0.00309968,0.000314872,0.002926946,0.002768493,0.000509643
78.cpp,1,1,0,8,5,3,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,7,0,0,1,0,0,5,1,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0.001860857,0.003999233,12,16.7,15.8,0,0,0,4,3,0.92,4,1,0.003065586,0.002899452,0.000446507,0.002889037,0.002761579,0.000468699
79.cpp,1,0,0,4,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.001923084,0.00499773,8,12.5,15.4,0,0,0,2,2,0.75,2,1,0.00300014,0.003189271,0.000429851,0.002943397,0.002842331,0.000502665
8.cpp,1,1,0,6,5,4,0,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,6,0,0,1,0,0,5,2,0,0,11,1,1,0,0,0,0,0,0,0,0,2,0.001866341,0.004998922,13,23.1,3.1,0,0,0,4,4,1.23,4,1,0.003540754,0.003889929,0.001517398,0.002938032,0.00282321,0.000507728
80.cpp,1,0,0,2,4,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,4,2,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0.001665592,0.004000425,7,28.6,14.3,0,0,0,3,2,0.86,3,1,0.003000617,0.003026453,4.77E-05,0.002910376,0.002768755,0.000426322
81.cpp,2,1,0,49,2,2,0,0,0,0,0,0,0,0,0,0,44,2,0,2,0,1,0,63,0,0,2,0,0,2,0,0,0,54,50,1,0,0,0,0,0,0,0,0,0,0.001776934,0.00399828,28,0,0,1,0,0,1,1,0.82,1,2,0.00303483,0.004049583,0.001656771,0.003010392,0.002841687,0.000552459
82.cpp,1,0,0,7,5,5,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,9,0,0,1,0,0,5,5,3,1,15,0,1,0,0,0,0,0,0,0,0,0,0.001646996,0.004999399,18,22.2,12.9,0,0,0,5,3,1.44,5,1,0.002999902,0.003008637,2.63E-05,0.002861023,0.002744651,0.000474527
83.cpp,1,0,0,19,16,13,0,0,4,1,0,6,0,0,0,0,13,0,0,0,0,0,0,20,0,0,1,0,0,13,6,6,1,50,0,1,0,0,0,0,0,0,0,0,0,0.001713753,0.003998995,32,37.5,8.2,0,0,0,13,6,2.44,13,1,0.003000975,0.003018097,0.000437794,0.002897978,0.002690625,0.000507797
84.cpp,1,0,0,11,18,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,18,1,0,0,19,0,1,0,0,0,0,0,0,0,0,0,0.001652002,0.004999876,29,20.7,4.7,0,0,0,7,3,2.1,7,1,0.003050685,0.003124075,0.00029457,0.002904058,0.002717161,0.000450619
85.cpp,1,0,0,5,6,4,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,16,0,0,1,0,0,5,1,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0.002056837,0.004000664,14,28.6,13.6,0,0,0,5,3,1.21,5,1,0.002998233,0.003089482,0.000570661,0.002946377,0.002856398,0.000553909
86.cpp,1,0,0,12,12,4,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,13,0,0,1,0,0,7,1,0,3,26,0,1,0,0,0,0,0,0,0,0,0,0.001851797,0.004001617,21,23.8,0,0,0,0,6,2,1.29,6,1,0.003001332,0.003007401,0.000667492,0.002914071,0.002817869,0.000492256
87.cpp,1,0,0,19,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,1,0,0,4,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0.001837969,0.003999949,12,0,14.3,0,0,0,1,1,0.58,1,1,0.002999425,0.002931281,0.000585739,0.003010988,0.002920365,0.000485126
88.cpp,1,0,0,13,16,12,0,0,5,1,0,4,0,0,0,0,11,0,0,0,0,0,0,28,0,0,1,2,0,13,7,0,0,41,0,1,0,0,0,0,0,0,0,0,2,0.001649141,0.00400281,32,34.4,3.6,0,0,0,12,5,2.09,12,1,0.003001213,0.002943299,0.000333858,0.002954841,0.002755904,0.000487632
89.cpp,2,1,0,16,7,7,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,2,16,0,0,1,0,0,7,3,3,0,18,0,1,0,0,0,0,0,0,0,1,1,0.001852989,0.003999949,19,21.1,15.6,0,0,0,5,2,1.05,3,2,0.003020644,0.003106301,0.000362271,0.002949953,0.002769423,0.000581375
9.cpp,1,0,0,8,7,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,12,0,0,1,0,0,4,1,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0.00197196,0.003999233,14,14.3,19.2,0,0,0,3,3,1.43,3,1,0.003010631,0.003565019,0.001255289,0.003085852,0.002892542,0.000506632
90.cpp,1,0,0,13,6,3,0,0,1,0,0,1,0,0,0,0,6,0,0,0,0,0,0,14,0,0,1,0,0,6,1,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0.001869678,0.006000757,14,14.3,15,0,0,0,3,3,0.93,3,1,0.003067851,0.003497871,0.001252784,0.002976656,0.002803254,0.000480549
91.cpp,1,0,0,23,11,5,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,0,11,0,0,0,28,0,1,0,0,0,0,0,0,0,0,0,0.001713037,0.00599885,24,16.7,8.8,0,0,0,5,4,1.75,5,1,0.003038526,0.003040043,5.35E-05,0.002984524,0.002905774,0.000565272
92.cpp,2,5,0,28,8,15,0,0,2,0,0,7,0,0,0,0,15,0,0,5,0,0,0,40,0,0,1,0,0,5,2,0,0,82,0,1,0,0,0,0,0,0,0,0,3,0.001797199,0.006999493,39,33.3,4.3,0,0,0,13,5,1.85,7.5,2,0.006402135,0.005576513,0.001743848,0.003085494,0.002870989,0.000499333
93.cpp,1,0,0,3,7,3,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,8,0,0,1,0,0,7,1,1,5,11,0,1,0,0,0,0,0,0,0,0,0,0.00166297,0.006997824,13,15.4,10.5,0,0,0,3,3,1.23,3,1,0.003000021,0.003099246,0.000564384,0.002853394,0.002642488,0.000464861
94.cpp,1,0,0,4,1,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.00170207,0.005995035,5,40,30.4,0,0,0,3,1,0.4,3,1,0.003001094,0.002995133,0.000471757,0.002969384,0.002769566,0.000519833
95.cpp,1,0,0,14,12,4,0,0,1,0,0,2,0,0,0,0,4,0,0,0,0,0,0,14,0,0,1,0,0,8,1,0,0,31,0,1,0,0,0,0,0,0,0,0,0,0.001775026,0.006000042,22,13.6,6.7,0,0,0,4,3,1.36,4,1,0.003018498,0.002854705,0.000444229,0.003106356,0.002863097,0.000470284
96.cpp,1,0,0,3,6,3,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,11,0,0,1,1,0,6,5,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0.0018332,0.00600028,15,13.3,14.3,0,0,0,3,3,1,3,1,0.003001809,0.003472773,0.001265428,0.00304985,0.002924418,0.000539149
97.cpp,1,0,0,13,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,1,0,0,6,1,0,0,19,0,1,0,0,0,0,0,0,0,0,0,0.001694918,0.007001162,17,5.9,19,0,0,0,2,2,1,2,1,0.003002405,0.003121549,0.000334782,0.002948523,0.002828503,0.000568988
98.cpp,1,0,0,7,2,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,2,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0.002085209,0.005998611,12,25,5,0,0,0,5,2,1,5,1,0.003009081,0.00302887,0.000484819,0.002954006,0.002853227,0.000576888
99.cpp,1,0,0,7,2,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,19,0,0,1,0,0,2,0,12,0,8,0,1,0,0,0,0,0,0,0,0,0,0.001762867,0.005999804,5,0,27.3,0,0,0,1,1,0.6,1,1,0.003001332,0.003025824,4.41E-05,0.002900004,0.002709675,0.0004976
