Filename,eTime_0,eTime_1,eTime_2,eTime_3,eTime_4,eTime_5,eTime_6,eTime_7,eTime_8,eTime_9,Med,Ave,Std
89.cpp,0.00166297,0.002026796,0.002475023,0.002613783,0.002843857,0.003350019,0.003095865,0.003069878,0.003499985,0.003056049,0.002949953,0.002769423,0.000581375
9.cpp,0.001850843,0.002295971,0.002523899,0.003190041,0.003148079,0.003063679,0.003108025,0.003057957,0.0031569,0.003530025,0.003085852,0.002892542,0.000506632
90.cpp,0.001974106,0.002120972,0.002484798,0.002699852,0.003000975,0.002952337,0.003036976,0.003334761,0.003410816,0.003016949,0.002976656,0.002803254,0.000480549
91.cpp,0.001862764,0.002291918,0.002394676,0.002868176,0.003470182,0.003418207,0.003187895,0.002969265,0.003594875,0.002999783,0.002984524,0.002905774,0.000565272
92.cpp,0.001862049,0.002194166,0.002811909,0.002653122,0.003060818,0.003278732,0.003139734,0.00311017,0.003394127,0.003205061,0.003085494,0.002870989,0.000499333
93.cpp,0.001679897,0.002025843,0.002408981,0.002644777,0.002791882,0.002914906,0.003011942,0.003035069,0.00295186,0.002959728,0.002853394,0.002642488,0.000464861
94.cpp,0.001713991,0.002093792,0.002586126,0.002620935,0.002913713,0.003144026,0.003250837,0.00327611,0.003025055,0.00307107,0.002969384,0.002769566,0.000519833
95.cpp,0.00199604,0.002354145,0.002378941,0.002728224,0.003151894,0.003401995,0.003200054,0.003145933,0.003066778,0.003206968,0.003106356,0.002863097,0.000470284
96.cpp,0.001734972,0.002246857,0.003087759,0.003011942,0.002942801,0.00346303,0.003281832,0.003104925,0.002938747,0.00343132,0.00304985,0.002924418,0.000539149
97.cpp,0.001641035,0.002215147,0.002523899,0.002749205,0.002860069,0.003153086,0.003415823,0.003356934,0.003332853,0.003036976,0.002948523,0.002828503,0.000568988
98.cpp,0.001775026,0.002130032,0.002438068,0.003113031,0.002867937,0.002933025,0.002974987,0.003277063,0.003479958,0.003543139,0.002954006,0.002853227,0.000576888
99.cpp,0.001670837,0.001987219,0.002614021,0.002729893,0.002825022,0.003032923,0.002974987,0.003087997,0.003056765,0.003117085,0.002900004,0.002709675,0.0004976
